国家 Name,国家 Code,系列 Name,系列 Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
冰岛,ISL,国家议会中妇女席位的比例（%）,SG.GEN.PARL.ZS,..,..,25.4,25.4,34.9,34.9,34.9,34.9,30.2,30.2,33.3,33.3,33.3,33.3,42.9,42.9,39.7,39.7,39.7,39.7,41.3,47.6,47.6,38.1,38.1
